Id,SalePrice
1461,122017.625
1462,150444.7
1463,162987.67
1464,171980.25
1465,191385.6
1466,174678.77
1467,160182.12
1468,167207.2
1469,176793.34
1470,113091.71
1471,188018.34
1472,92252.22
1473,91294.15
1474,147213.86
1475,136577.06
1476,351942.0
1477,246728.22
1478,323934.22
1479,220892.05
1480,485485.5
1481,325281.66
1482,209550.31
1483,166503.03
1484,158674.03
1485,169233.8
1486,194363.25
1487,272934.16
1488,195764.77
1489,189183.2
1490,189215.53
1491,182406.39
1492,106534.49
1493,187608.0
1494,297759.5
1495,294928.0
1496,216435.84
1497,167269.78
1498,149578.75
1499,150230.42
1500,138483.3
1501,155785.42
1502,146250.67
1503,283835.53
1504,205926.55
1505,205978.45
1506,198079.64
1507,242108.11
1508,175127.3
1509,164198.05
1510,140160.81
1511,140576.73
1512,158387.14
1513,155209.88
1514,152446.11
1515,171010.03
1516,180946.58
1517,141381.44
1518,129570.02
1519,193941.4
1520,130011.92
1521,140070.42
1522,162327.6
1523,114981.76
1524,125741.29
1525,118706.81
1526,136036.6
1527,105629.21
1528,122750.9
1529,139189.89
1530,172990.14
1531,129709.8
1532,101727.29
1533,127099.15
1534,117016.34
1535,132508.23
1536,112338.77
1537,57501.27
1538,167197.27
1539,211927.8
1540,117302.31
1541,144152.28
1542,123802.2
1543,220210.58
1544,92081.555
1545,107846.59
1546,122056.586
1547,132124.73
1548,130674.27
1549,101627.58
1550,140244.92
1551,108113.04
1552,118686.87
1553,165230.16
1554,116527.59
1555,135166.97
1556,86134.61
1557,100801.86
1558,89566.98
1559,108859.52
1560,114110.414
1561,132084.39
1562,123100.01
1563,117207.56
1564,147874.98
1565,142296.05
1566,220425.25
1567,76449.55
1568,194323.98
1569,118044.88
1570,129169.72
1571,105401.58
1572,146116.88
1573,202121.34
1574,71358.39
1575,180018.1
1576,193570.05
1577,197995.62
1578,156227.17
1579,137108.42
1580,176903.52
1581,149526.33
1582,127018.87
1583,318332.16
1584,229895.77
1585,139210.06
1586,78209.19
1587,124006.85
1588,146063.78
1589,103823.78
1590,132205.86
1591,104137.97
1592,109721.68
1593,126165.97
1594,133789.84
1595,119634.61
1596,219276.2
1597,149789.14
1598,218636.81
1599,188520.11
1600,188792.88
1601,54703.727
1602,106673.914
1603,102262.7
1604,265794.22
1605,248599.11
1606,158636.48
1607,149497.58
1608,199969.14
1609,189183.2
1610,158718.95
1611,148802.77
1612,167828.44
1613,157218.83
1614,118007.59
1615,76852.18
1616,75413.75
1617,86021.02
1618,121127.1
1619,133163.86
1620,151866.17
1621,128727.69
1622,125310.77
1623,279570.34
1624,197549.56
1625,123451.09
1626,166708.72
1627,168628.23
1628,263878.38
1629,180054.39
1630,313356.5
1631,261119.64
1632,268408.84
1633,162395.6
1634,175548.31
1635,173383.66
1636,154221.0
1637,175496.38
1638,222820.72
1639,169795.5
1640,264109.72
1641,166607.7
1642,219764.97
1643,202974.17
1644,208317.72
1645,185761.94
1646,148595.48
1647,152835.16
1648,139048.88
1649,135363.47
1650,120280.234
1651,119595.34
1652,93666.83
1653,106613.086
1654,147497.66
1655,137746.3
1656,143385.23
1657,141914.52
1658,137802.1
1659,136577.06
1660,142321.4
1661,524291.0
1662,424184.4
1663,379895.28
1664,463603.0
1665,342564.5
1666,287554.2
1667,331636.38
1668,332490.53
1669,300908.16
1670,336273.0
1671,245039.1
1672,478104.5
1673,288713.75
1674,249846.4
1675,176274.27
1676,187514.16
1677,201296.39
1678,445659.72
1679,323819.16
1680,308971.16
1681,242496.03
1682,301304.2
1683,176909.12
1684,168665.88
1685,173685.2
1686,166007.1
1687,161261.53
1688,184002.48
1689,184540.47
1690,186014.1
1691,167733.45
1692,287158.84
1693,161261.53
1694,178679.4
1695,167649.98
1696,249527.0
1697,169370.17
1698,390548.3
1699,328975.25
1700,230758.75
1701,272798.16
1702,257893.62
1703,256168.69
1704,301623.25
1705,236553.94
1706,396753.66
1707,199009.06
1708,199406.69
1709,283369.75
1710,234820.58
1711,260789.89
1712,231936.27
1713,225195.31
1714,209196.77
1715,189829.77
1716,200820.12
1717,172271.34
1718,129788.58
1719,196000.73
1720,251317.16
1721,162965.72
1722,127506.086
1723,151459.22
1724,208447.31
1725,232815.66
1726,186198.4
1727,159664.17
1728,187052.4
1729,162928.47
1730,154402.75
1731,126275.06
1732,126203.02
1733,107871.37
1734,122940.06
1735,125280.23
1736,116518.234
1737,349993.56
1738,188979.1
1739,274688.6
1740,179299.94
1741,185203.55
1742,163155.45
1743,169762.53
1744,288274.34
1745,234899.0
1746,267521.75
