Id,SalePrice
1461,124096.08
1462,154431.5
1463,169565.515
1464,185203.0
1465,193189.95
1466,186481.4
1467,170598.0
1468,173688.5
1469,184203.38
1470,118661.0
1471,191990.0
1472,97491.0
1473,91588.0
1474,152240.0
1475,136246.32
1476,394107.29
1477,268855.14
1478,328360.22
1479,254970.29
1480,457045.13
1481,334184.97
1482,214274.11
1483,174629.25
1484,163363.18333333332
1485,176833.85
1486,207363.0
1487,320175.72
1488,240881.63
1489,196212.49
1490,188627.04
1491,188632.0
1492,106765.61
1493,192297.5
1494,309989.6
1495,294576.2
1496,219734.34
1497,164949.35
1498,155624.63933333333
1499,150946.12
1500,144615.72999999998
1501,172246.4
1502,146883.64333333334
1503,294514.46
1504,227210.27
1505,216608.68
1506,185322.44
1507,216873.74
1508,189064.6
1509,165112.5
1510,149798.61
1511,147654.37
1512,173683.6
1513,167328.5
1514,147878.65
1515,166816.53
1516,171447.99
1517,150049.0
1518,128889.74833333332
1519,219069.86
1520,136516.5
1521,139368.0
1522,167260.0
1523,115959.83
1524,128108.66
1525,125569.5
1526,131114.0
1527,101925.65
1528,128456.75
1529,140626.50400000002
1530,168355.0
1531,126922.0
1532,101778.5
1533,134358.67
1534,119692.58
1535,139733.34
1536,116946.96
1537,73305.11
1538,187194.3
1539,239492.31
1540,114190.46
1541,168289.0
1542,135810.18
1543,200459.0
1544,88419.0
1545,102627.08
1546,124490.71
1547,146105.18
1548,132675.29
1549,107102.5
1550,142138.71833333335
1551,111378.8
1552,141962.9
1553,148844.75
1554,116744.75
1555,144172.82
1556,97801.76
1557,108031.5
1558,89009.33
1559,107576.0
1560,136420.21333333332
1561,137119.5
1562,123576.66
1563,120313.76
1564,154725.386
1565,154392.17
1566,219801.23
1567,76509.11
1568,208174.74
1569,121854.32
1570,132420.75
1571,127606.25
1572,135528.5
1573,237013.46
1574,119427.49
1575,193806.8
1576,198590.5
1577,196938.04
1578,162184.35
1579,141653.56666666665
1580,188273.0
1581,143645.5
1582,123694.6
1583,330303.35
1584,241580.8
1585,141143.66666666663
1586,72254.88
1587,123013.43
1588,147085.0
1589,111916.25
1590,132691.0
1591,110984.74
1592,117472.37
1593,118133.0
1594,166017.21
1595,117515.36
1596,229563.9
1597,155317.21
1598,205286.7
1599,191164.0
1600,185546.0
1601,59058.75
1602,103183.75
1603,104304.81
1604,275240.6
1605,252787.18
1606,174019.0
1607,175320.69
1608,204638.16
1609,196710.75
1610,162380.89
1611,157930.5
1612,168883.15
1613,169781.32
1614,118549.95
1615,87442.0
1616,82308.11
1617,85294.5
1618,121419.83
1619,139775.5
1620,153477.08566666665
1621,138279.48
1622,144617.42
1623,275925.39
1624,206258.0
1625,113418.16
1626,176942.2
1627,181874.5
1628,268424.01
1629,184214.15
1630,314375.9
1631,253025.32
1632,277834.26
1633,171360.95
1634,182169.0
1635,176474.7
1636,161081.29
1637,182454.8
1638,216032.0
1639,190680.0
1640,262828.19
1641,180930.5
1642,224893.45
1643,218678.3
1644,219201.07
1645,181721.71
1646,153271.5
1647,161782.2
1648,138505.50400000002
1649,141259.37
1650,117626.5
1651,116946.0
1652,96933.0
1653,102138.0
1654,154494.34
1655,144224.13333333333
1656,150037.5
1657,156508.34
1658,150361.0
1659,139673.22
1660,152677.0
1661,460909.45
1662,429207.1
1663,392491.22
1664,455091.89
1665,332566.0
1666,296351.09
1667,336888.89
1668,352263.73
1669,313258.89
1670,358566.67
1671,263831.17
1672,483339.76
1673,301790.6
1674,251981.09
1675,190828.3
1676,192301.65
1677,211222.18
1678,441860.71
1679,364072.72
1680,334532.6
1681,275729.87
1682,295531.24
1683,179770.15
1684,171668.69
1685,173396.62
1686,166328.17
1687,171716.34
1688,194111.25
1689,191301.1
1690,181973.85
1691,175077.9
1692,266331.09
1693,168363.16
1694,180076.65
1695,174798.46
1696,289471.83
1697,175708.61
1698,346053.14
1699,341634.47
1700,239645.18
1701,272111.12
1702,266962.37
1703,262444.71
1704,294973.6
1705,251948.6
1706,438312.18
1707,218222.34
1708,220109.92
1709,296722.6
1710,227406.32
1711,256584.7
1712,252491.41
1713,245101.32
1714,218923.56
1715,196386.65
1716,186942.44
1717,179295.62
1718,144317.83
1719,210446.85
1720,247850.5
1721,170889.36
1722,134690.5
1723,158474.64
1724,218300.26
1725,231989.79
1726,191188.0
1727,169575.04
1728,185493.3
1729,168257.96
1730,152353.69
1731,130542.0
1732,125954.93
1733,107021.61
1734,129521.36
1735,132545.5
1736,115315.16
1737,360680.04
1738,209717.25
1739,285957.61
1740,178549.43
1741,177767.06
1742,170795.0
1743,177403.75
1744,313060.66
1745,238510.75
1746,295974.57
1747,220389.14
1748,222497.0
1749,161161.0
1750,151042.5
1751,255823.85
1752,114411.99
1753,161020.0
1754,213000.0
1755,157594.7
1756,123251.82
1757,110959.23
1758,135101.39
1759,167939.69
1760,157581.0
1761,157015.49
1762,169017.37
1763,170572.0
1764,124188.5
1765,167512.7
1766,172174.0
1767,188888.0
1768,142388.25
1769,171784.21
1770,139108.5
1771,134215.5
1772,141952.0
1773,131031.15
1774,141957.34
1775,133135.0
1776,138834.11
1777,115978.0
1778,124146.29
1779,132443.27
1780,173385.4
1781,131909.96
1782,97415.16
1783,134931.27
1784,93818.29
1785,121188.2
1786,133941.0
1787,164648.0
1788,58374.1
1789,109886.76
1790,68346.99
1791,182188.79
1792,161870.25
1793,135222.5
1794,136333.5
1795,138900.0
1796,150083.5
1797,119467.17
1798,125318.37
1799,114522.5
1800,137468.5
1801,127684.57
1802,167754.0
1803,155229.0
1804,137285.8
1805,135158.93
1806,119414.54
1807,147954.0
1808,125054.76
1809,128746.0
1810,151635.22
1811,120845.21
1812,118444.02
1813,120846.83
1814,92816.64
1815,54742.54
1816,104965.0
1817,122350.28
1818,143914.0
1819,115031.31
1820,65736.0
1821,123133.25
1822,170879.5
1823,63230.11
