Id,SalePrice
1461,127979.0
1462,153152.0
1463,181535.8
1464,182899.4
1465,199347.81
1466,182450.4
1467,168809.23
1468,176460.6
1469,182163.46
1470,118770.5
1471,198844.76
1472,95956.0
1473,98133.0
1474,152992.0
1475,145601.6
1476,408755.88
1477,255632.58
1478,303208.78
1479,252193.34
1480,447530.22
1481,308274.43
1482,208447.61
1483,178035.43
1484,177057.26
1485,174032.65
1486,197879.93
1487,329386.49
1488,238178.56
1489,211796.73
1490,195866.85
1491,190079.5
1492,97044.42
1493,175470.59
1494,303010.72
1495,298343.47
1496,230086.96
1497,193880.15
1498,153982.72
1499,154109.16
1500,152522.29
1501,175956.83
1502,167370.87
1503,291419.24
1504,233264.16
1505,214932.3
1506,185518.03
1507,221715.5
1508,202967.5
1509,164300.14
1510,151537.46
1511,150521.33
1512,172877.5
1513,148391.5
1514,157770.33
1515,175277.59
1516,164292.0
1517,154140.18
1518,128266.42
1519,229355.23
1520,138076.75
1521,145155.59
1522,160824.0
1523,116648.34
1524,123403.68
1525,121646.64
1526,129432.5
1527,102640.17
1528,128943.5
1529,144367.87
1530,165778.4
1531,128475.84
1532,110277.21
1533,147987.75
1534,117810.55
1535,159074.66
1536,116057.57
1537,75892.52
1538,186901.01
1539,247739.23
1540,111615.38
1541,150060.62
1542,146191.45
1543,216519.43
1544,78201.86
1545,108977.0
1546,123211.0
1547,143309.34
1548,137872.18
1549,116066.26
1550,142651.68
1551,119622.61
1552,138911.87
1553,142440.83
1554,119961.08
1555,165921.62
1556,99340.5
1557,132732.9
1558,95412.71
1559,120044.54
1560,152747.62
1561,154828.77
1562,128831.04
1563,123413.5
1564,160401.84
1565,154322.37
1566,214000.22
1567,80193.12
1568,233711.64
1569,151500.74
1570,127552.5
1571,135707.66
1572,147106.0
1573,233057.85
1574,118154.09
1575,212227.16
1576,211303.52
1577,208315.72
1578,157581.99
1579,144620.8
1580,189785.79
1581,142083.75
1582,128072.5
1583,321216.19
1584,243062.2
1585,140185.0
1586,72185.65
1587,106390.62
1588,150771.74
1589,105708.05
1590,135083.0
1591,108587.08
1592,127263.15
1593,117128.41
1594,139673.94
1595,122333.74
1596,234095.51
1597,164267.01
1598,182074.93
1599,213046.0
1600,191969.96
1601,76581.75
1602,113230.08
1603,98869.66
1604,283684.93
1605,251583.01
1606,167733.37
1607,164146.04
1608,217168.57
1609,198892.6
1610,160059.5
1611,150394.86
1612,160392.55
1613,161912.69
1614,121262.49
1615,88173.0
1616,81680.0
1617,88577.0
1618,129147.5
1619,133733.0
1620,148254.95
1621,140847.99
1622,153732.69
1623,295510.82
1624,217468.54
1625,132421.68
1626,173596.0
1627,190978.0
1628,283632.8
1629,175898.5
1630,354503.92
1631,224188.73
1632,247350.56
1633,170797.07
1634,182461.0
1635,179106.9
1636,160147.18
1637,175386.53
1638,214548.5
1639,181737.82
1640,253309.55
1641,185104.0
1642,220860.65
1643,226271.67
1644,222935.63
1645,183870.5
1646,154038.0
1647,166326.77
1648,141401.25
1649,141393.5
1650,121172.76
1651,121627.91
1652,94004.0
1653,99574.0
1654,159012.5
1655,155299.5
1656,152176.5
1657,153411.5
1658,157946.17
1659,147894.95
1660,146808.6
1661,424809.08
1662,392708.7
1663,378006.06
1664,449014.28
1665,309454.42
1666,338842.56
1667,354821.21
1668,326245.97
1669,294763.37
1670,334726.75
1671,258546.16
1672,461749.76
1673,305964.58
1674,255794.71
1675,187033.5
1676,190175.68
1677,211920.33
1678,454787.89
1679,383424.35
1680,325232.47
1681,266344.07
1682,301312.0
1683,186410.45
1684,170124.21
1685,173217.82
1686,166118.09
1687,169473.96
1688,184000.43
1689,187775.25
1690,183386.32
1691,174379.91
1692,264202.36
1693,173718.69
1694,184110.4
1695,170353.21
1696,253745.06
1697,172380.4
1698,338416.09
1699,334672.03
1700,242214.79
